1242442962.000000 1.601002e-12
1242442962.000977 -1.599769e-12
1242442962.001953 1.598514e-12
1242442962.002930 -1.597388e-12
1242442962.003906 1.596105e-12
1242442962.004883 -1.594920e-12
1242442962.005859 1.593711e-12
1242442962.006836 -1.592494e-12
1242442962.007812 1.591259e-12
1242442962.008789 -1.590033e-12
1242442962.009766 1.588861e-12
1242442962.010742 -1.587576e-12
1242442962.011719 1.586423e-12
1242442962.012695 -1.585209e-12
1242442962.013672 1.584006e-12
1242442962.014648 -1.582763e-12
1242442962.015625 1.581596e-12
1242442962.016602 -1.580399e-12
1242442962.017578 1.579132e-12
1242442962.018555 -1.577941e-12
1242442962.019531 1.576707e-12
1242442962.020508 -1.575570e-12
1242442962.021484 1.574308e-12
1242442962.022461 -1.573150e-12
1242442962.023438 1.571879e-12
1242442962.024414 -1.570677e-12
1242442962.025391 1.569479e-12
1242442962.026367 -1.568269e-12
1242442962.027344 1.567070e-12
1242442962.028320 -1.565809e-12
1242442962.029297 1.564682e-12
1242442962.030273 -1.563394e-12
1242442962.031250 1.562235e-12
1242442962.032227 -1.561026e-12
1242442962.033203 1.559797e-12
1242442962.034180 -1.558616e-12
1242442962.035156 1.557391e-12
1242442962.036133 -1.556218e-12
1242442962.037109 1.554983e-12
1242442962.038086 -1.553809e-12
1242442962.039062 1.552576e-12
1242442962.040039 -1.551386e-12
1242442962.041016 1.550175e-12
1242442962.041992 -1.548955e-12
1242442962.042969 1.547755e-12
1242442962.043945 -1.546562e-12
1242442962.044922 1.545357e-12
1242442962.045898 -1.544114e-12
1242442962.046875 1.542926e-12
1242442962.047852 -1.541718e-12
1242442962.048828 1.540499e-12
1242442962.049805 -1.539260e-12
1242442962.050781 1.538082e-12
1242442962.051758 -1.536914e-12
1242442962.052734 1.535662e-12
1242442962.053711 -1.534477e-12
1242442962.054688 1.533274e-12
1242442962.055664 -1.532106e-12
1242442962.056641 1.530852e-12
1242442962.057617 -1.529700e-12
1242442962.058594 1.528415e-12
1242442962.059570 -1.527282e-12
1242442962.060547 1.526067e-12
1242442962.061523 -1.524880e-12
1242442962.062500 1.523651e-12
1242442962.063477 -1.522478e-12
1242442962.064453 1.521254e-12
1242442962.065430 -1.520053e-12
1242442962.066406 1.518889e-12
1242442962.067383 -1.517644e-12
1242442962.068359 1.516434e-12
1242442962.069336 -1.515244e-12
1242442962.070312 1.514015e-12
1242442962.071289 -1.512841e-12
1242442962.072266 1.511642e-12
1242442962.073242 -1.510436e-12
1242442962.074219 1.509255e-12
1242442962.075195 -1.508006e-12
1242442962.076172 1.506811e-12
