1242442963.000000 -5.834379e-13
1242442963.000977 5.832981e-13
1242442963.001953 -5.831449e-13
1242442963.002930 5.830045e-13
1242442963.003906 -5.828579e-13
1242442963.004883 5.827163e-13
1242442963.005859 -5.825583e-13
1242442963.006836 5.824276e-13
1242442963.007812 -5.822801e-13
1242442963.008789 5.821402e-13
1242442963.009766 -5.819996e-13
1242442963.010742 5.818407e-13
1242442963.011719 -5.817109e-13
1242442963.012695 5.815836e-13
1242442963.013672 -5.814323e-13
1242442963.014648 5.812924e-13
1242442963.015625 -5.811387e-13
1242442963.016602 5.810129e-13
1242442963.017578 -5.808650e-13
1242442963.018555 5.807160e-13
1242442963.019531 -5.805755e-13
1242442963.020508 5.804281e-13
1242442963.021484 -5.802867e-13
1242442963.022461 5.801429e-13
1242442963.023438 -5.800017e-13
1242442963.024414 5.798767e-13
1242442963.025391 -5.797168e-13
1242442963.026367 5.795880e-13
1242442963.027344 -5.794471e-13
1242442963.028320 5.793022e-13
1242442963.029297 -5.791578e-13
1242442963.030273 5.790108e-13
1242442963.031250 -5.788581e-13
1242442963.032227 5.787185e-13
1242442963.033203 -5.785780e-13
1242442963.034180 5.784313e-13
1242442963.035156 -5.782970e-13
1242442963.036133 5.781469e-13
1242442963.037109 -5.780259e-13
1242442963.038086 5.778780e-13
1242442963.039062 -5.777280e-13
1242442963.040039 5.775849e-13
1242442963.041016 -5.774357e-13
1242442963.041992 5.773112e-13
1242442963.042969 -5.771538e-13
1242442963.043945 5.770187e-13
1242442963.044922 -5.768720e-13
1242442963.045898 5.767485e-13
1242442963.046875 -5.765904e-13
1242442963.047852 5.764660e-13
1242442963.048828 -5.763029e-13
1242442963.049805 5.761659e-13
1242442963.050781 -5.760440e-13
1242442963.051758 5.758879e-13
1242442963.052734 -5.757447e-13
1242442963.053711 5.756129e-13
1242442963.054688 -5.754795e-13
1242442963.055664 5.753236e-13
1242442963.056641 -5.751858e-13
1242442963.057617 5.750318e-13
1242442963.058594 -5.748919e-13
1242442963.059570 5.747616e-13
